frame_id,x,y,neighbour_size
0,676,180,4
0,621,192,4
0,699,181,4
0,685,245,4
0,559,246,4
0,685,210,4
0,637,187,4
0,678,245,4
0,667,183,4
0,566,246,4
0,612,221,4
0,696,192,4
0,699,189,4
0,656,189,4
0,688,230,4
0,582,194,4
0,702,194,4
0,591,190,4
0,659,193,4
0,614,183,4
0,668,188,4
0,667,197,4
0,594,187,4
0,635,200,4
0,686,219,4
0,538,213,4
0,676,209,4
0,587,192,4
0,607,201,4
0,693,187,4
0,702,185,4
0,543,189,4
0,632,181,4
0,535,216,4
0,634,221,4
0,597,184,4
0,557,184,4
0,539,192,4
0,622,184,4
0,565,212,4
0,682,216,4
0,555,235,4
0,557,228,4
0,640,221,4
0,694,234,4
0,541,210,4
0,704,245,4
0,710,187,4
0,549,189,4
0,542,198,4
0,537,209,4
0,554,189,4
0,688,196,4
0,661,221,4
0,661,189,4
0,577,199,4
0,660,204,4
0,536,302,4
0,664,193,4
0,665,221,4
0,692,208,4
0,538,200,4
0,694,198,4
0,692,268,4
0,584,222,4
0,618,203,4
0,568,253,4
0,675,226,4
0,552,244,4
0,536,258,4
0,627,257,4
0,557,240,4
0,617,251,4
0,640,203,4
0,555,252,4
0,559,217,4
0,693,247,4
0,629,251,4
0,610,251,4
0,639,251,4
0,545,241,4
0,687,323,4
0,714,186,4
0,603,184,4
0,683,328,4
0,608,185,4
0,548,290,4
0,550,285,4
0,540,297,4
0,663,216,4
0,673,202,4
0,535,180,4
0,617,257,4
0,612,211,4
0,663,228,4
0,638,257,4
0,695,310,4
0,607,257,4
0,536,251,4
0,708,244,4
0,634,255,4
0,611,256,4
0,697,253,4
0,585,182,4
0,706,300,4
0,693,317,4
0,623,243,4
0,710,196,4
0,663,232,4
0,624,253,4
0,688,192,4
0,572,245,4
0,688,215,4
0,642,208,4
0,539,246,4
0,697,207,4
0,713,259,4
0,656,210,4
0,643,257,4
0,543,294,4
0,707,235,4
0,679,196,4
0,595,249,4
0,694,256,4
0,705,219,4
1,677,181,4
1,622,193,4
1,686,210,4
1,637,187,4
1,559,247,4
1,679,246,4
1,660,183,4
1,686,246,4
1,700,182,4
1,612,221,4
1,566,247,4
1,700,188,4
1,657,189,4
1,696,192,4
1,582,195,4
1,689,231,4
1,702,194,4
1,668,189,4
1,614,184,4
1,591,189,4
1,636,201,4
1,678,210,4
1,660,194,4
1,622,185,4
1,537,214,4
1,587,193,4
1,686,220,4
1,664,186,4
1,668,197,4
1,694,187,4
1,608,201,4
1,634,222,4
1,549,185,4
1,632,182,4
1,703,185,4
1,560,243,4
1,683,217,4
1,597,184,4
1,558,228,4
1,538,192,4
1,540,210,4
1,555,235,4
1,711,188,4
1,640,222,4
1,565,213,4
1,705,246,4
1,662,222,4
1,688,196,4
1,536,209,4
1,695,235,4
1,545,189,4
1,666,222,4
1,541,199,4
1,536,303,4
1,665,194,4
1,693,209,4
1,551,235,4
1,577,200,4
1,693,270,4
1,694,198,4
1,536,201,4
1,660,205,4
1,676,227,4
1,619,203,4
1,584,222,4
1,568,254,4
1,615,204,4
1,688,240,4
1,673,190,4
1,552,245,4
1,700,201,4
1,695,311,4
1,627,258,4
1,559,217,4
1,611,252,4
1,694,248,4
1,618,252,4
1,603,184,4
1,641,204,4
1,546,181,4
1,544,242,4
1,688,324,4
1,630,252,4
1,686,200,4
1,541,298,4
1,617,256,4
1,585,188,4
1,550,286,4
1,571,201,4
1,612,211,4
1,548,291,4
1,610,256,4
1,664,217,4
1,639,252,4
1,635,256,4
1,663,229,4
1,664,199,4
1,709,304,4
1,642,208,4
1,541,186,4
1,640,257,4
1,623,243,4
1,697,280,4
1,585,182,4
1,698,252,4
1,711,197,4
1,625,254,4
1,538,247,4
1,664,233,4
1,572,246,4
1,689,216,4
1,606,256,4
1,689,192,4
1,695,259,4
1,535,184,4
1,657,210,4
1,706,219,4
1,696,320,4
2,677,181,4
2,622,193,4
2,686,210,4
2,637,188,4
2,653,183,4
2,559,247,4
2,701,188,4
2,700,182,4
2,680,247,4
2,687,246,4
2,660,189,4
2,566,247,4
2,582,195,4
2,637,201,4
2,612,221,4
2,690,232,4
2,697,192,4
2,703,194,4
2,613,184,4
2,661,194,4
2,679,210,4
2,656,189,4
2,668,189,4
2,609,201,4
2,541,186,4
2,591,188,4
2,687,220,4
2,537,214,4
2,634,222,4
2,587,193,4
2,669,198,4
2,694,188,4
2,684,217,4
2,632,182,4
2,558,229,4
2,681,243,4
2,597,184,4
2,641,222,4
2,565,213,4
2,536,192,4
2,711,188,4
2,706,247,4
2,693,209,4
2,563,243,4
2,536,210,4
2,555,235,4
2,663,222,4
2,670,185,4
2,689,196,4
2,667,222,4
2,693,237,4
2,536,304,4
2,550,236,4
2,577,200,4
2,540,199,4
2,665,194,4
2,694,198,4
2,677,228,4
2,690,200,4
2,696,233,4
2,694,270,4
2,536,201,4
2,619,204,4
2,623,186,4
2,660,205,4
2,584,223,4
2,673,190,4
2,689,241,4
2,568,255,4
2,559,218,4
2,552,245,4
2,689,326,4
2,610,252,4
2,618,252,4
2,695,249,4
2,543,243,4
2,686,200,4
2,701,201,4
2,628,259,4
2,603,184,4
2,565,218,4
2,537,182,4
2,641,204,4
2,651,189,4
2,699,256,4
2,696,312,4
2,612,211,4
2,550,287,4
2,622,257,4
2,618,257,4
2,665,217,4
2,623,180,4
2,630,252,4
2,636,257,4
2,639,252,4
2,664,229,4
2,642,209,4
2,612,257,4
2,540,299,4
2,641,257,4
2,548,292,4
2,557,241,4
2,711,246,4
2,711,307,4
2,624,244,4
2,585,182,4
2,711,197,4
2,625,254,4
2,665,233,4
2,664,199,4
2,537,249,4
2,645,257,4
2,633,204,4
2,698,207,4
2,554,254,4
2,572,247,4
2,595,250,4
2,695,263,4
2,689,192,4
2,690,216,4
2,658,211,4
2,695,319,4
2,680,197,4
3,677,181,4
3,687,210,4
3,623,193,4
3,701,182,4
3,637,188,4
3,559,248,4
3,688,247,4
3,681,247,4
3,566,248,4
3,703,188,4
3,644,181,4
3,613,222,4
3,697,193,4
3,657,189,4
3,691,233,4
3,583,195,4
3,703,194,4
3,613,183,4
3,540,186,4
3,668,189,4
3,662,189,4
3,638,202,4
3,661,194,4
3,650,186,4
3,679,210,4
3,536,215,4
3,609,202,4
3,688,221,4
3,635,223,4
3,594,188,4
3,670,199,4
3,695,188,4
3,632,182,4
3,685,218,4
3,539,211,4
3,535,192,4
3,558,230,4
3,642,223,4
3,588,190,4
3,712,188,4
3,556,234,4
3,565,214,4
3,535,210,4
3,707,248,4
3,564,244,4
3,664,223,4
3,690,197,4
3,668,195,4
3,540,199,4
3,697,236,4
3,549,237,4
3,694,210,4
3,694,239,4
3,536,305,4
3,672,195,4
3,577,201,4
3,695,199,4
3,695,271,4
3,677,228,4
3,623,186,4
3,619,204,4
3,559,218,4
3,673,190,4
3,660,205,4
3,584,223,4
3,687,200,4
3,570,255,4
3,552,245,4
3,611,253,4
3,626,181,4
3,612,212,4
3,696,250,4
3,540,300,4
3,542,244,4
3,619,253,4
3,631,253,4
3,565,218,4
3,628,260,4
3,697,314,4
3,664,210,4
3,589,196,4
3,690,327,4
3,641,253,4
3,603,185,4
3,620,258,4
3,665,217,4
3,609,187,4
3,665,230,4
3,550,288,4
3,616,256,4
3,643,209,4
3,625,245,4
3,636,253,4
3,557,242,4
3,611,258,4
3,712,197,4
3,636,258,4
3,548,292,4
3,714,312,4
3,643,259,4
3,700,257,4
3,619,187,4
3,712,248,4
3,537,248,4
3,584,183,4
3,666,234,4
3,535,206,4
3,625,255,4
3,707,220,4
3,712,264,4
3,615,209,4
3,658,211,4
3,607,258,4
3,621,245,4
3,596,251,4
3,680,197,4
3,697,261,4
3,708,236,4
3,700,281,4
3,597,211,4
4,677,181,4
4,687,211,4
4,623,194,4
4,559,249,4
4,689,248,4
4,701,182,4
4,637,189,4
4,566,249,4
4,682,248,4
4,698,193,4
4,583,196,4
4,704,195,4
4,613,223,4
4,637,182,4
4,702,189,4
4,613,183,4
4,691,233,4
4,660,189,4
4,540,187,4
4,669,189,4
4,662,195,4
4,664,191,4
4,680,211,4
4,610,202,4
4,638,202,4
4,535,216,4
4,643,188,4
4,688,222,4
4,636,224,4
4,650,188,4
4,671,199,4
4,594,188,4
4,588,193,4
4,632,182,4
4,695,189,4
4,558,231,4
4,668,195,4
4,642,224,4
4,536,193,4
4,694,210,4
4,566,214,4
4,565,245,4
4,709,250,4
4,667,223,4
4,689,197,4
4,691,201,4
4,712,189,4
4,536,306,4
4,695,240,4
4,624,186,4
4,549,238,4
4,539,200,4
4,696,273,4
4,577,201,4
4,695,199,4
4,535,202,4
4,679,229,4
4,660,206,4
4,699,201,4
4,619,205,4
4,584,224,4
4,559,219,4
4,697,235,4
4,570,257,4
4,611,254,4
4,691,243,4
4,629,261,4
4,674,191,4
4,541,246,4
4,555,237,4
4,563,219,4
4,664,210,4
4,552,246,4
4,687,201,4
4,619,254,4
4,612,212,4
4,697,252,4
4,603,185,4
4,620,259,4
4,632,254,4
4,624,181,4
4,642,206,4
4,550,289,4
4,642,254,4
4,540,301,4
4,643,259,4
4,691,328,4
4,611,259,4
4,666,218,4
4,616,257,4
4,666,231,4
4,637,259,4
4,698,315,4
4,637,254,4
4,557,243,4
4,535,251,4
4,625,246,4
4,643,210,4
4,616,261,4
4,548,294,4
4,584,183,4
4,626,256,4
4,701,256,4
4,710,198,4
4,667,235,4
4,596,180,4
4,690,193,4
4,667,200,4
4,615,209,4
4,629,189,4
4,607,259,4
4,714,266,4
4,698,323,4
4,596,252,4
4,642,180,4
4,659,212,4
4,548,231,4
4,687,186,4
4,653,192,4
4,597,212,4
5,678,182,4
5,624,195,4
5,688,211,4
5,702,183,4
5,559,250,4
5,637,188,4
5,690,249,4
5,698,194,4
5,669,191,4
5,704,189,4
5,683,250,4
5,664,191,4
5,614,224,4
5,583,196,4
5,567,250,4
5,705,196,4
5,693,235,4
5,539,187,4
5,613,184,4
5,663,195,4
5,659,190,4
5,638,203,4
5,610,203,4
5,636,224,4
5,672,200,4
5,632,186,4
5,682,212,4
5,557,232,4
5,689,222,4
5,588,194,4
5,669,195,4
5,593,188,4
5,645,188,4
5,631,182,4
5,711,180,4
5,560,246,4
5,696,189,4
5,643,224,4
5,625,186,4
5,566,215,4
5,635,183,4
5,668,224,4
5,692,201,4
5,565,246,4
5,710,251,4
5,695,211,4
5,713,189,4
5,538,200,4
5,696,241,4
5,536,307,4
5,548,239,4
5,680,230,4
5,697,274,4
5,696,200,4
5,627,182,4
5,577,202,4
5,618,187,4
5,684,217,4
5,661,207,4
5,563,219,4
5,674,185,4
5,698,236,4
5,620,205,4
5,585,225,4
5,701,203,4
5,569,258,4
5,612,255,4
5,674,189,4
5,613,213,4
5,630,262,4
5,665,211,4
5,540,247,4
5,553,245,4
5,603,185,4
5,620,255,4
5,698,253,4
5,632,255,4
5,621,260,4
5,688,201,4
5,667,219,4
5,625,247,4
5,550,289,4
5,642,255,4
5,699,316,4
5,703,260,4
5,612,260,4
5,638,260,4
5,548,294,4
5,644,260,4
5,644,210,4
5,667,231,4
5,638,255,4
5,540,302,4
5,617,258,4
5,635,206,4
5,608,261,4
5,584,183,4
5,690,193,4
5,627,257,4
5,711,199,4
5,669,183,4
5,667,200,4
5,668,236,4
5,553,235,4
5,539,293,4
5,596,253,4
5,700,209,4
5,660,213,4
5,699,320,4
5,598,213,4
5,573,250,4
5,687,186,4
5,709,222,4
6,678,182,4
6,625,195,4
6,689,211,4
6,637,188,4
6,703,183,4
6,705,189,4
6,684,250,4
6,692,250,4
6,559,251,4
6,699,194,4
6,615,224,4
6,706,196,4
6,694,235,4
6,664,189,4
6,659,191,4
6,639,204,4
6,584,197,4
6,670,187,4
6,614,184,4
6,663,195,4
6,567,250,4
6,558,232,4
6,633,187,4
6,637,225,4
6,684,212,4
6,538,186,4
6,690,223,4
6,633,180,4
6,610,203,4
6,655,187,4
6,673,200,4
6,536,190,4
6,670,195,4
6,593,188,4
6,566,215,4
6,588,195,4
6,687,219,4
6,643,224,4
6,692,201,4
6,560,247,4
6,695,211,4
6,685,246,4
6,669,224,4
6,711,252,4
6,713,189,4
6,711,180,4
6,696,189,4
6,591,192,4
6,697,241,4
6,596,185,4
6,680,230,4
6,536,308,4
6,547,240,4
6,697,200,4
6,578,202,4
6,537,200,4
6,618,187,4
6,698,274,4
6,625,187,4
6,563,219,4
6,699,236,4
6,675,185,4
6,661,207,4
6,693,244,4
6,701,203,4
6,585,225,4
6,620,205,4
6,666,212,4
6,559,220,4
6,539,247,4
6,620,256,4
6,613,213,4
6,601,185,4
6,701,317,4
6,612,255,4
6,554,243,4
6,633,256,4
6,630,262,4
6,540,303,4
6,617,259,4
6,667,219,4
6,642,256,4
6,620,262,4
6,550,290,4
6,667,232,4
6,699,255,4
6,548,295,4
6,638,261,4
6,569,258,4
6,645,259,4
6,668,201,4
6,611,261,4
6,626,247,4
6,691,193,4
6,584,183,4
6,628,258,4
6,700,322,4
6,704,260,4
6,714,198,4
6,669,236,4
6,646,212,4
6,616,210,4
6,660,212,4
6,573,250,4
6,698,326,4
6,574,257,4
6,537,295,4
6,708,266,4
6,688,186,4
6,597,254,4
6,642,213,4
6,624,256,4
6,598,213,4
6,608,258,4
7,678,181,4
7,669,180,4
7,662,184,4
7,689,211,4
7,625,195,4
7,637,188,4
7,703,182,4
7,559,251,4
7,693,250,4
7,685,250,4
7,558,232,4
7,705,189,4
7,567,251,4
7,700,194,4
7,706,196,4
7,615,224,4
7,695,236,4
7,639,204,4
7,613,183,4
7,628,192,4
7,584,197,4
7,664,195,4
7,670,184,4
7,537,186,4
7,656,188,4
7,637,225,4
7,682,211,4
7,661,190,4
7,631,182,4
7,611,203,4
7,674,200,4
7,535,190,4
7,691,223,4
7,647,187,4
7,593,188,4
7,670,195,4
7,567,215,4
7,696,211,4
7,644,225,4
7,560,247,4
7,688,219,4
7,693,201,4
7,697,189,4
7,667,224,4
7,698,242,4
7,596,185,4
7,713,253,4
7,688,245,4
7,672,188,4
7,536,308,4
7,681,230,4
7,714,189,4
7,591,192,4
7,546,240,4
7,537,200,4
7,578,202,4
7,698,200,4
7,699,275,4
7,667,212,4
7,563,219,4
7,694,244,4
7,626,187,4
7,661,206,4
7,621,205,4
7,585,225,4
7,701,237,4
7,702,203,4
7,618,187,4
7,614,256,4
7,559,220,4
7,675,191,4
7,617,206,4
7,602,185,4
7,550,290,4
7,538,248,4
7,621,256,4
7,631,263,4
7,613,212,4
7,554,243,4
7,664,209,4
7,643,256,4
7,634,256,4
7,701,318,4
7,622,261,4
7,689,201,4
7,607,181,4
7,702,257,4
7,668,219,4
7,668,232,4
7,647,212,4
7,618,259,4
7,540,303,4
7,639,261,4
7,668,189,4
7,613,262,4
7,548,295,4
7,646,259,4
7,639,256,4
7,701,329,4
7,627,248,4
7,642,214,4
7,535,298,4
7,609,261,4
7,670,236,4
7,705,260,4
7,628,258,4
7,584,183,4
7,691,193,4
7,551,236,4
7,634,206,4
7,553,254,4
7,573,250,4
7,608,187,4
7,661,213,4
7,546,232,4
7,688,186,4
7,597,254,4
7,621,181,4
7,701,209,4
7,649,263,4
7,682,198,4
7,597,213,4
7,548,265,4
8,679,181,4
8,690,211,4
8,626,195,4
8,704,182,4
8,655,184,4
8,559,251,4
8,637,188,4
8,686,251,4
8,693,250,4
8,640,204,4
8,567,251,4
8,706,189,4
8,558,232,4
8,701,194,4
8,707,196,4
8,616,224,4
8,584,196,4
8,662,190,4
8,696,236,4
8,685,212,4
8,613,183,4
8,648,188,4
8,638,225,4
8,671,184,4
8,665,195,4
8,674,200,4
8,537,186,4
8,631,182,4
8,611,203,4
8,632,186,4
8,691,223,4
8,593,188,4
8,589,194,4
8,671,195,4
8,567,215,4
8,697,211,4
8,644,225,4
8,687,247,4
8,693,201,4
8,560,247,4
8,673,188,4
8,670,225,4
8,701,190,4
8,714,254,4
8,538,190,4
