frame_id,x,y,neighbour_size
0,534.674,296.946,2.01391
0,535.137,254.758,5.07003
0,535.137,254.758,5.07003
0,536.869,244.968,5.02295
0,537.206,211.636,2.91017
0,538.329,200.209,1.89441
0,538.428,187.418,4.42697
0,538.557,180.462,3.35991
0,538.557,180.462,3.35991
0,540.492,304.319,9.79491
0,541.48,282.923,14.723
0,541.8,253.468,1.83766
0,542.66,213.185,5.28287
0,543.601,195.975,8.83863
0,544.005,195.446,1.93765
0,546.099,188.148,2.78602
0,546.9,268.214,4.46813
0,548.79,283.703,3.19933
0,548.815,255.107,2.40745
0,548.918,221.297,7.50012
0,550.381,203.49,5.09801
0,551.074,186.135,6.04918
0,553.381,237.667,2.46202
0,555.096,180.688,2.44514
0,555.653,228.424,3.82195
0,555.653,228.424,3.82195
0,556.365,255.873,10.5588
0,557.504,199.931,21.5299
0,558.671,186.013,2.22172
0,560.253,188.265,5.45266
0,562.28,244.099,5.19374
0,562.28,244.099,5.19374
0,569.114,247.707,3.8485
0,573.18,222.974,20.8457
0,575.184,196.918,2.12013
0,578.534,204.31,9.12725
0,579.421,196.516,2.05443
0,580.5,220.652,24.6318
0,582,194.049,1.86258
0,585.169,213.807,3.13624
0,585.169,213.807,3.13624
0,587.701,190.381,3.32099
0,588.509,189.24,2.0152
0,588.509,189.24,2.0152
0,590.59,186.196,3.20648
0,592.462,179.576,5.00057
0,595.052,182.317,1.95585
0,595.651,188.712,3.8952
0,597.637,184.315,2.54879
0,609.301,254.774,2.11405
0,609.301,254.774,2.11405
0,611.998,210.251,2.39155
0,611.998,210.251,2.39155
0,616.719,193.14,4.14395
0,617.288,252.798,2.82225
0,617.288,252.798,2.82225
0,617.738,183.353,3.59414
0,617.738,183.353,3.59414
0,621.838,188.369,4.20517
0,624.462,183.729,3.34648
0,626.298,193.012,4.10683
0,626.765,251.043,2.28708
0,629.791,184.204,3.09544
0,630.366,188.068,2.98118
0,630.366,188.068,2.98118
0,634.336,221.231,2.59015
0,638.605,182.9,4.1809
0,639.096,198.591,4.40405
0,644.166,204.967,4.52417
0,648.941,213.656,20.8975
0,651.201,219.056,25.8992
0,654.228,211.354,4.77927
0,654.299,186.41,17.8467
0,657.488,190.416,2.36237
0,659.597,204.531,1.96524
0,659.597,204.531,1.96524
0,661.266,212.343,3.94605
0,661.266,212.343,3.94605
0,661.831,297.256,51.7024
0,662.474,205.245,1.86765
0,664.121,224.272,2.30486
0,664.121,224.272,2.30486
0,664.77,193.827,6.59974
0,664.77,193.827,6.59974
0,666.491,191.073,3.0457
0,668.046,180.871,4.03041
0,668.046,180.871,4.03041
0,669.626,195.471,1.91791
0,669.789,189.012,2.03382
0,670.917,202.232,2.28556
0,670.917,202.232,2.28556
0,672.44,187.331,2.08938
0,676.379,240.72,2.42478
0,678.422,199.358,8.62943
0,680.045,218.321,1.83381
0,680.316,210.157,5.1532
0,681.115,243.444,5.16383
0,681.115,243.444,5.16383
0,682.152,216.744,2.31564
0,683.614,181.235,15.963
0,683.775,324.557,2.51861
0,684.849,211.105,1.89829
0,684.849,211.105,1.89829
0,685.367,198.43,2.66607
0,685.668,237.275,5.00182
0,686.243,250.507,6.17719
0,686.748,249.318,5.28495
0,687.813,243.015,2.64649
0,687.983,323.591,3.05338
0,688.058,183.855,1.94601
0,689.823,265.597,2.028
0,689.981,196.992,4.0029
0,690.004,231.714,4.13324
0,690.004,231.714,4.13324
0,691.932,261.271,1.87679
0,692.622,246.805,3.0639
0,695.305,188.666,2.09883
0,695.471,310.276,2.78736
0,696.434,277.705,2.38451
0,696.765,252.795,2.60275
0,696.91,311.856,5.13405
0,697.029,262.496,2.01703
0,697.037,271.333,2.23468
0,697.394,284.855,3.3282
0,697.458,290.83,3.25798
0,697.616,246.916,2.46404
0,698.095,255.032,5.69574
0,700.028,181.691,3.37618
